nombre,direccion,codigo_postal,municipio,provincia,comunidad_autonoma,pais,pagina_web,acceso_catalogo,tipologia,titularidad,gestion,anio_fundacion,fecha_alta_directorio,integrada_en,url_ficha
Biblioteca de la Universidad Autónoma de Barcelona - Biblioteca de Comunicación y Hemeroteca General,"Plz. Cívica, s/n, Campus de la Universidad Autónoma de Barcelona, Edificio N",08193,Cerdanyola del Vallès,Barcelona,Cataluña,España,https://www.uab.cat/bibliotecas/,https://secure-web.cisco.com/1Y37lpaokWP_n6S38eIPXaUxb7irfiC9qag2lrt8Qaz2HgtCIIt7kxo4YzLJwMucXQVQ0lWTb83XHThPtpIDoOaUg8EMoj2IJR68Z-5Y--OxSKykmVPUQtsULZSL08u-heAuKqbM1E7iiX3lh0RxZSJIrePHEDcNqGAJvK7ei4GPwHEIanb2vANe9cZLiiSV99jHZrBKew4pXsbsTBnzFOsg1kyGP7ENOGWODGuVxh68Mud2cbjUQxFDJOYWiqnmWz6GpkxcrI91G_Gt6J_U2oT0yNF_qAWZjNFvR1PsqgDLsDD-R1PvGpS_GZaUqnJ6GOWqDjZWJ4e6ewndX9dcW2A/https%3A%2F%2Fbibcercador.uab.cat%2Fdiscovery%2Fsearch%3Fvid%3D34CSUC_UAB%3AVU1,Bibliotecas de instituciones de enseñanza superior - Universitaria,Universitaria - Pública,Universitaria - Pública,,01/01/2007,Biblioteca de la Universidad Autónoma de Barcelona,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=9079&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca de la Universidad Autónoma de Barcelona - Biblioteca de Humanidades y Cartoteca General,"Plz. del Coneixement, s/n, Campus de la Universidad Autónoma de Barcelona, Edificio L (Biblioteca y Cartoteca) y Edificio B (Sala de Revistas)",08193,Cerdanyola del Vallès,Barcelona,Cataluña,España,https://www.uab.cat/bibliotecas,https://secure-web.cisco.com/1Y37lpaokWP_n6S38eIPXaUxb7irfiC9qag2lrt8Qaz2HgtCIIt7kxo4YzLJwMucXQVQ0lWTb83XHThPtpIDoOaUg8EMoj2IJR68Z-5Y--OxSKykmVPUQtsULZSL08u-heAuKqbM1E7iiX3lh0RxZSJIrePHEDcNqGAJvK7ei4GPwHEIanb2vANe9cZLiiSV99jHZrBKew4pXsbsTBnzFOsg1kyGP7ENOGWODGuVxh68Mud2cbjUQxFDJOYWiqnmWz6GpkxcrI91G_Gt6J_U2oT0yNF_qAWZjNFvR1PsqgDLsDD-R1PvGpS_GZaUqnJ6GOWqDjZWJ4e6ewndX9dcW2A/https%3A%2F%2Fbibcercador.uab.cat%2Fdiscovery%2Fsearch%3Fvid%3D34CSUC_UAB%3AVU1,Bibliotecas de instituciones de enseñanza superior - Universitaria,Universitaria - Pública,Universitaria - Pública,,01/01/2007,Biblioteca de la Universidad Autónoma de Barcelona,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=9078&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca de la Universidad Autónoma de Barcelona - Biblioteca de Medicina - Bellaterra,"Avda. Can Domenech, s/n, Campus de la Universidad Autónoma de Barcelona, Edificio M",08193,Cerdanyola del Vallès,Barcelona,Cataluña,España,https://www.uab.cat/bibliotecas,https://secure-web.cisco.com/1Y37lpaokWP_n6S38eIPXaUxb7irfiC9qag2lrt8Qaz2HgtCIIt7kxo4YzLJwMucXQVQ0lWTb83XHThPtpIDoOaUg8EMoj2IJR68Z-5Y--OxSKykmVPUQtsULZSL08u-heAuKqbM1E7iiX3lh0RxZSJIrePHEDcNqGAJvK7ei4GPwHEIanb2vANe9cZLiiSV99jHZrBKew4pXsbsTBnzFOsg1kyGP7ENOGWODGuVxh68Mud2cbjUQxFDJOYWiqnmWz6GpkxcrI91G_Gt6J_U2oT0yNF_qAWZjNFvR1PsqgDLsDD-R1PvGpS_GZaUqnJ6GOWqDjZWJ4e6ewndX9dcW2A/https%3A%2F%2Fbibcercador.uab.cat%2Fdiscovery%2Fsearch%3Fvid%3D34CSUC_UAB%3AVU1,Bibliotecas de instituciones de enseñanza superior - Universitaria,Universitaria - Pública,Universitaria - Pública,,01/01/2007,Biblioteca de la Universidad Autónoma de Barcelona,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=9076&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca de la Universidad Autónoma de Barcelona - Biblioteca de Veterinaria,"Vía Travessera dels Turons, s/n, Campus de la Universidad Autónoma de Barcelona. Edificio V",08193,Cerdanyola del Vallès,Barcelona,Cataluña,España,https://www.uab.cat:443/biblioteques/,https://secure-web.cisco.com/1Y37lpaokWP_n6S38eIPXaUxb7irfiC9qag2lrt8Qaz2HgtCIIt7kxo4YzLJwMucXQVQ0lWTb83XHThPtpIDoOaUg8EMoj2IJR68Z-5Y--OxSKykmVPUQtsULZSL08u-heAuKqbM1E7iiX3lh0RxZSJIrePHEDcNqGAJvK7ei4GPwHEIanb2vANe9cZLiiSV99jHZrBKew4pXsbsTBnzFOsg1kyGP7ENOGWODGuVxh68Mud2cbjUQxFDJOYWiqnmWz6GpkxcrI91G_Gt6J_U2oT0yNF_qAWZjNFvR1PsqgDLsDD-R1PvGpS_GZaUqnJ6GOWqDjZWJ4e6ewndX9dcW2A/https%3A%2F%2Fbibcercador.uab.cat%2Fdiscovery%2Fsearch%3Fvid%3D34CSUC_UAB%3AVU1,Bibliotecas de instituciones de enseñanza superior - Universitaria,Universitaria - Pública,Universitaria - Pública,,01/01/2007,Biblioteca de la Universidad Autónoma de Barcelona,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=9077&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca del Centro Nacional de Microelectrónica - Instituto de Microelectrónica de Barcelona (IMB-CNM-CSIC),"Campus Universidad Autónoma de Barcelona, s/n, Bellaterra",08193,Cerdanyola del Vallès,Barcelona,Cataluña,España,https://www.imb-cnm.csic.es/es/noticias-divulgacion/biblioteca,https://csic-primo.hosted.exlibrisgroup.com/primo-explore/search?vid=34CSIC_VU1&lang=es_ES,Bibliotecas especializadas - De centros de investigación - De centros de investigación en ciencia y tecnología,"Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades","Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades",1991,01/01/2007,Unidad de Recursos de Información Científica para la Investigación del Consejo Superior de Investigaciones Científicas (CSIC) - URICI,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=7314&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca del Instituto de Ciencia de Materiales de Barcelona (ICMAB-CSIC) - Manuel Cardona,"Campus de la Universidad Autónoma de Barcelona, s/n, Bellaterra",08193,Cerdanyola del Vallès,Barcelona,Cataluña,España,https://sdib.icmab.es/,https://csic-primo.hosted.exlibrisgroup.com/primo-explore/search?vid=34CSIC_VU1,Bibliotecas especializadas - De centros de investigación - De centros de investigación en ciencia y tecnología,"Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades","Administración General del Estado - Ministerio de Ciencia, Innovación y Universidades",,01/01/2007,Unidad de Recursos de Información Científica para la Investigación del Consejo Superior de Investigaciones Científicas (CSIC) - URICI,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=7356&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Centro de Documentación y Recursos Educativos del Parque de la Sierra de Collserola,"Ctra. de Cerdanyola a Horta, km 2, Can Coll CEA, 2º piso",08290,Cerdanyola del Vallès,Barcelona,Cataluña,España,https://www.parcnaturalcollserola.cat/es/centro-de-documentacion-y-recursos-educativos/,https://cataleg.parcs.diba.cat/,Bibliotecas especializadas - De la Administración - De otros organismos públicos,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,1993,06/11/2013,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=12080&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Municipal de Cervelló,"Plz. de la Biblioteca, 1",08758,Cervelló,Barcelona,Cataluña,España,,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2006,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=6467&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Sibil·la Durfort,"Paseo Mansuet, 9-11",08293,Collbató,Barcelona,Cataluña,España,https://bibliotecavirtual.diba.cat/es/collbato-biblioteca,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,10/08/2015,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=12704&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Municipal Can Baró,"c/ Sant Salvador, 25",08757,Corbera de Llobregat,Barcelona,Cataluña,España,https://www.corberadellobregat.cat/viure-a-corbera/equipaments-municipals/biblioteca-municipal-can-baro/,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2010,20/09/2011,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=11102&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Central de Cornellà de Llobregat,"c/ Mossèn Andreu, 15, Centre Cultural J.N. García-Nieto",08940,Cornellà de Llobregat,Barcelona,Cataluña,España,https://biblioteques.cornella.cat/,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3266&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Clara Campoamor,"Ctra. Sant Joan Despí, 62",08940,Cornellà de Llobregat,Barcelona,Cataluña,España,https://biblioteques.cornella.cat/es/inicio/,http://aladi.diba.cat,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2022,23/01/2023,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=13238&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Marta Mata,"c/ Rubió i Ors, 184",08940,Cornellà de Llobregat,Barcelona,Cataluña,España,https://biblioteques.cornella.cat/,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2009,06/10/2010,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=10478&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Sant Ildefons,"Plz. Carles Navales, s/n",08940,Cornellà de Llobregat,Barcelona,Cataluña,España,https://biblioteques.cornella.cat/,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2013,10/08/2015,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=12697&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Teresa Pàmies,"Paseo Ferrocarils Catalans, 187",08940,Cornellà de Llobregat,Barcelona,Cataluña,España,https://biblioteques.cornella.cat/es/bibliotecas/#biblioteca-teresa-pamies,http://aladi.diba.cat,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,2022,23/01/2023,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=13239&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=11
Biblioteca Municipal Mossèn Joan Avinyó,"c/ Verge de Montserrat, 68",08880,Cubelles,Barcelona,Cataluña,España,https://www.cubelles.cat/pl57/actualitat/informacio-d-interes/id177/biblioteca-municipal-mn-joan-avinyo.htm,,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,1983,09/01/2013,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=11588&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=12
Biblioteca Verge de Montserrat,"c/ Bruc del Mig, 55, Edifici Can Casas",08294,El Bruc,Barcelona,Cataluña,España,https://bibliotecavirtual.diba.cat/ca/bruc-el-biblioteca-verge-de-montserrat,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,1970,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3260&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=12
Biblioteca Joan Coromines,"c/ Josep Pujadas i Truch, 1, A",08320,El Masnou,Barcelona,Cataluña,España,https://www.elmasnou.cat/equipaments/biblioteca-joan-coromines,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,1998,01/01/2007,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=3287&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=12
Biblioteca Valentí Almirall,"Pasaje Parellada, 1",08754,El Papiol,Barcelona,Cataluña,España,https://www.elpapiol.cat/serveis-municipals/biblioteca-municipal-valenti-almirall,http://aladi.diba.cat/,Bibliotecas Públicas,Administración Local - Ayuntamientos,Administración Local - Ayuntamientos,,11/12/2014,,https://directoriobibliotecas.mcu.es/dimbe.cmd?apartado=buscador&accion=detalle_biblioteca&ps=12435&accionVolver=enviarAvanzado&busquedaGeneral=&agrupado=&agrupado2=&agrupado3=&codigo=09&codigo2=&codigo3=&codigoccaa=09&codigoprov=08&codigomun=&codigotipo=&codigotitularidad=&codigogestion=&codigotipo2=&codigotipo3=&codigotitularidad2=&codigogestion2=&total_registros=519&order=asc&orden=&codigonombre=&codigodireccion=&codigodistrito=&codigopais=&codigoentidadmenor=&codigoanofundacion=&codigocapitales=&filtro=&codigosigno=&codigonbibliotecas=&codigotramo=&codigoestado=&codigoisla=&registros=25&numero_pagina=12
